date,district,tmax_c,tmin_c,tmean_c
1981-01-01,BUDUDA,22.255003429880244,10.287295169288756,16.882267077225993
1981-01-02,BUDUDA,21.171861658044072,10.527886172005598,16.35573815628265
1981-01-03,BUDUDA,20.01784515508422,10.71491341553526,15.86456394050477
1981-01-04,BUDUDA,21.37026889436178,10.168258306605622,16.885225467516758
1981-01-05,BUDUDA,20.48495553992247,11.077526293534062,16.424937368534053
1981-01-06,BUDUDA,17.975550793291845,11.901987275452123,15.101780823410955
1981-01-07,BUDUDA,19.37332162684316,10.831505341805467,15.733573388085311
1981-01-08,BUDUDA,21.10961473840981,10.501344030963526,16.343701343717736
1981-01-09,BUDUDA,21.534719881421022,9.941553434785384,16.265641774018192
1981-01-10,BUDUDA,21.0195444775753,9.713191228483216,16.007995629894534
1981-01-11,BUDUDA,22.251056632850357,9.500125770652687,16.963168581466928
1981-01-12,BUDUDA,22.20834479055146,10.720568403456658,17.37772595145665
1981-01-13,BUDUDA,21.334655936148117,10.870255634281742,17.25256335407538
1981-01-14,BUDUDA,21.427905564846057,10.450192458983114,17.141733437530625
1981-01-15,BUDUDA,21.57727502691241,10.894278356819802,16.975998702909823
1981-01-16,BUDUDA,21.48051003249626,10.47006817908721,17.403876807931834
1981-01-17,BUDUDA,20.949383154959843,10.680773694185156,16.565955136738715
1981-01-18,BUDUDA,23.252552924200668,10.354257424200958,17.753459501271973
1981-01-19,BUDUDA,22.997676256650376,10.61328810206888,17.79875927585436
1981-01-20,BUDUDA,22.913494806714628,10.376968289393083,17.697437029595307
1981-01-21,BUDUDA,23.28659402044304,10.438939789231258,17.660413638909457
1981-01-22,BUDUDA,22.75713648476146,11.674114048448107,17.75380194504816
1981-01-23,BUDUDA,22.871993794470637,11.212686806375867,17.797428520774275
1981-01-24,BUDUDA,22.856934979783095,11.20584817542582,17.820996829543176
1981-01-25,BUDUDA,22.828796436420763,10.688382924928485,17.814576341615474
1981-01-26,BUDUDA,23.64020820676973,11.288922909836616,18.278052047791896
1981-01-27,BUDUDA,23.017297508324116,11.760063461803062,17.8798053055691
1981-01-28,BUDUDA,23.30223995480052,10.137927662702088,17.593745512920567
1981-01-29,BUDUDA,22.600670053694877,12.106598429159112,17.557816835130975
1981-01-30,BUDUDA,20.572436611691582,11.55519344113567,16.092827773555594
1981-01-31,BUDUDA,21.054660506537427,12.728019409482028,17.27618165817033
1981-02-01,BUDUDA,22.94362867805186,9.99302278048525,17.615406213641055
1981-02-02,BUDUDA,23.7781809160421,10.63906618512722,18.0398261833646
1981-02-03,BUDUDA,24.00754010493751,10.22728959507078,17.964747509807392
1981-02-04,BUDUDA,23.5332815323186,10.196799000581374,17.900160453208162
1981-02-05,BUDUDA,23.365371241429152,10.035639325393552,17.971289875562775
1981-02-06,BUDUDA,24.46117914003,9.985711819925427,18.241605211720927
1981-02-07,BUDUDA,23.89710285543357,10.253738336326563,18.170384395494036
1981-02-08,BUDUDA,23.920592296120983,10.913788913885403,17.790570867500527
1981-02-09,BUDUDA,23.27297872135909,11.103033980380674,18.179747410853896
1981-02-10,BUDUDA,20.731973448495676,12.753877859023731,17.45412504358755
1981-02-11,BUDUDA,17.733032439732913,12.265140225620996,15.069055939519956
1981-02-12,BUDUDA,20.656534495225117,11.928683709701078,16.881316295557294
1981-02-13,BUDUDA,21.36161056742026,12.095250987383514,16.96169083549971
1981-02-14,BUDUDA,22.323120103580905,11.945332606243207,17.951225935064805
1981-02-15,BUDUDA,21.979101759701585,12.34935189808845,17.169819896993467
1981-02-16,BUDUDA,18.65556466469666,13.915392569292,16.19614383039114
1981-02-17,BUDUDA,19.85092825331652,14.53345654160994,16.276148718999025
1981-02-18,BUDUDA,19.62937922436531,14.24380139117821,16.49234330408542
1981-02-19,BUDUDA,18.98187550490022,13.238968471993962,15.964644977815196
1981-02-20,BUDUDA,22.09581980330993,11.648484282784862,17.65990503032429
1981-02-21,BUDUDA,23.359223035368384,10.987749467334668,18.264654762135137
1981-02-22,BUDUDA,24.12434319419593,11.260865962514542,18.530090223481483
1981-02-23,BUDUDA,24.184221928696328,11.184456438855378,18.883709361579793
1981-02-24,BUDUDA,25.208352832160568,11.46684941697732,18.37984423982433
1981-02-25,BUDUDA,24.03191921211575,11.063810062358222,18.122523185185187
1981-02-26,BUDUDA,22.897629645554613,11.68464007299814,18.088638314695807
1981-02-27,BUDUDA,23.42812256498136,12.84415249441687,18.90527137384457
1981-02-28,BUDUDA,24.548115797557003,11.555533670508725,19.12203569578476
1981-03-01,BUDUDA,25.274500240712587,12.361664539888364,19.70451920885308
1981-03-02,BUDUDA,25.169355645371613,12.444014705524811,19.637726866654045
1981-03-03,BUDUDA,23.73687349699728,11.8984176145809,18.437925848044685
1981-03-04,BUDUDA,21.985526753543827,13.11277014845775,18.07684615983509
1981-03-05,BUDUDA,20.365479505979337,14.270430932335952,17.23348495009058
1981-03-06,BUDUDA,22.073491055576337,14.299435275320777,18.32633036033054
1981-03-07,BUDUDA,21.581108120049773,13.49842794512645,17.570632810547735
1981-03-08,BUDUDA,22.083035537271407,12.45221064112503,17.53019844336522
1981-03-09,BUDUDA,22.299394181663743,11.508378698399351,17.610432383695006
1981-03-10,BUDUDA,21.41273487394736,11.329767784938095,17.219672942319814
1981-03-11,BUDUDA,22.135348495056796,12.5631946650061,18.010672828716128
1981-03-12,BUDUDA,20.38220446000445,14.073820741233344,17.117266960119288
1981-03-13,BUDUDA,19.16725592931682,13.613085846694656,16.196796931831287
1981-03-14,BUDUDA,19.98694287873047,14.055975107885748,16.954064868195843
1981-03-15,BUDUDA,20.788406930603333,13.612582114367534,17.58681920820662
1981-03-16,BUDUDA,19.203546422978494,13.624994168144363,16.31610081161017
1981-03-17,BUDUDA,20.910380920963885,12.697070483905632,16.72237853010575
1981-03-18,BUDUDA,20.568014455688353,13.48587398513104,16.407900807373572
1981-03-19,BUDUDA,18.36996424347489,13.565621190665029,15.6778238315191
1981-03-20,BUDUDA,18.06750034665707,14.357075203363053,16.10382124232333
