date,district,rain_mean,rain_max,rain_min
2001-01-01,SIRONKO,0.0,0.0,0.0
2001-01-01,BULAMBULI,0.0,0.0,0.0
2001-01-01,BUKWO,0.013619397586252307,0.08045201748609543,0.0
2001-01-01,BUTALEJA,0.43067376941646385,2.5577616691589355,0.0
2001-01-01,KWEEN,0.0033479452284748638,0.1618855595588684,0.0
2001-01-01,KAPCHORWA,0.0023104225568343633,0.02074604667723179,0.0
2001-01-01,MANAFWA,0.0,0.0,0.0
2001-01-01,BUDUDA,0.0,0.0,0.0
2001-01-01,MBALE,0.0033176583072393718,0.19166943430900574,0.0
2001-01-01,MBALE,1.7349672428667646E-4,0.02169063128530979,0.0
2001-01-02,SIRONKO,0.0,0.0,0.0
2001-01-02,BULAMBULI,0.0,0.0,0.0
2001-01-02,BUKWO,0.013619397586252307,0.08045201748609543,0.0
2001-01-02,BUTALEJA,7.6229941947033195,24.653453826904297,0.0
2001-01-02,KWEEN,0.003303214811148346,0.1618855595588684,0.0
2001-01-02,KAPCHORWA,0.0014522656932979738,0.013040373101830482,0.0
2001-01-02,MANAFWA,0.0,0.0,0.0
2001-01-02,BUDUDA,0.0,0.0,0.0
2001-01-02,MBALE,0.0,0.0,0.0
2001-01-02,MBALE,0.0,0.0,0.0
2001-01-03,SIRONKO,0.0,0.0,0.0
2001-01-03,BULAMBULI,9.334291883601528E-6,0.044860102236270905,0.0
2001-01-03,BUKWO,0.038737435001470345,0.21543551981449127,0.0
2001-01-03,BUTALEJA,2.141965612838369,11.859865188598633,0.0
2001-01-03,KWEEN,0.012371041964288797,0.20527057349681854,0.0
2001-01-03,KAPCHORWA,0.047704190912141585,0.31835344433784485,0.0
2001-01-03,MANAFWA,0.0,0.0,0.0
2001-01-03,BUDUDA,0.0,0.0,0.0
2001-01-03,MBALE,0.025256590383878116,1.4456783533096313,0.0
2001-01-03,MBALE,4.589929732813619E-4,0.05738348886370659,0.0
2001-01-04,SIRONKO,0.0,0.0,0.0
2001-01-04,BULAMBULI,8.011934138057661E-5,0.3850492238998413,0.0
2001-01-04,BUKWO,0.09370939928336622,0.8153609037399292,0.0
2001-01-04,BUTALEJA,0.8299281005357987,3.1146488189697266,0.0
2001-01-04,KWEEN,0.04852955052573558,0.8153609037399292,0.0
2001-01-04,KAPCHORWA,0.16880120587847144,0.8565967679023743,0.0
2001-01-04,MANAFWA,0.0,0.0,0.0
2001-01-04,BUDUDA,0.0,0.0,0.0
2001-01-04,MBALE,0.050917723295245826,3.0191733837127686,0.0
2001-01-04,MBALE,0.001915317754845895,0.23945380747318268,0.0
2001-01-05,SIRONKO,0.0,0.0,0.0
2001-01-05,BULAMBULI,1.2445722511468708E-5,0.059813469648361206,0.0
2001-01-05,BUKWO,0.013728778553681929,0.08045201748609543,0.0
2001-01-05,BUTALEJA,0.04301986599652503,0.424518346786499,0.0
2001-01-05,KWEEN,0.007848488144032769,0.1618855595588684,0.0
2001-01-05,KAPCHORWA,0.03395988095457211,0.17709927260875702,0.0
2001-01-05,MANAFWA,0.0,0.0,0.0
2001-01-05,BUDUDA,0.0,0.0,0.0
2001-01-05,MBALE,0.0017758319959456474,0.15384124219417572,0.0
2001-01-05,MBALE,9.839520496269125E-5,0.012301408685743809,0.0
2001-01-06,SIRONKO,0.0,0.0,0.0
2001-01-06,BULAMBULI,0.0,0.0,0.0
2001-01-06,BUKWO,0.22980855311613962,1.03866446018219,0.0
2001-01-06,BUTALEJA,0.0,0.0,0.0
2001-01-06,KWEEN,0.012644835573206708,0.4560772776603699,0.0
2001-01-06,KAPCHORWA,2.1448492384668378E-4,0.002009183866903186,0.0
2001-01-06,MANAFWA,0.0,0.0,0.0
2001-01-06,BUDUDA,0.0,0.0,0.0
2001-01-06,MBALE,0.0,0.0,0.0
2001-01-06,MBALE,0.0,0.0,0.0
2001-01-07,SIRONKO,0.0,0.0,0.0
2001-01-07,BULAMBULI,0.0,0.0,0.0
2001-01-07,BUKWO,0.7599455102413937,3.6080117225646973,0.0
2001-01-07,BUTALEJA,0.0,0.0,0.0
2001-01-07,KWEEN,0.08012786256873236,2.1623892784118652,0.0
2001-01-07,KAPCHORWA,4.5969887374784125E-4,0.004613681696355343,0.0
2001-01-07,MANAFWA,0.0,0.0,0.0
2001-01-07,BUDUDA,0.0,0.0,0.0
2001-01-07,MBALE,0.0,0.0,0.0
2001-01-07,MBALE,0.0,0.0,0.0
2001-01-08,SIRONKO,0.0,0.0,0.0
2001-01-08,BULAMBULI,0.0,0.0,0.0
2001-01-08,BUKWO,1.858752355177747E-4,0.006551595404744148,0.0
2001-01-08,BUTALEJA,0.0,0.0,0.0
2001-01-08,KWEEN,1.8119389575531238E-4,0.006551595404744148,0.0
2001-01-08,KAPCHORWA,5.002722321195306E-6,7.675646338611841E-5,0.0
2001-01-08,MANAFWA,0.0,0.0,0.0
2001-01-08,BUDUDA,0.0,0.0,0.0
2001-01-08,MBALE,0.0,0.0,0.0
2001-01-08,MBALE,0.0,0.0,0.0
2001-01-09,SIRONKO,0.0,0.0,0.0
2001-01-09,BULAMBULI,0.0,0.0,0.0
2001-01-09,BUKWO,0.3211547120493317,1.7538020610809326,0.0
2001-01-09,BUTALEJA,0.0,0.0,0.0
2001-01-09,KWEEN,0.012869580446985687,0.4560772776603699,0.0
2001-01-09,KAPCHORWA,9.956718590846023E-4,0.008860484696924686,0.0
2001-01-09,MANAFWA,0.0,0.0,0.0
2001-01-09,BUDUDA,0.0,0.0,0.0
2001-01-09,MBALE,0.0,0.0,0.0
2001-01-09,MBALE,0.0,0.0,0.0
2001-01-10,SIRONKO,0.0,0.0,0.0
2001-01-10,BULAMBULI,0.0,0.0,0.0
2001-01-10,BUKWO,0.5176160117626669,2.2803866863250732,0.0
2001-01-10,BUTALEJA,0.0,0.0,0.0
2001-01-10,KWEEN,0.06728308635998415,2.2803866863250732,0.0
2001-01-10,KAPCHORWA,0.005383508568118671,0.04575955867767334,0.0
2001-01-10,MANAFWA,0.0,0.0,0.0
2001-01-10,BUDUDA,0.0,0.0,0.0
2001-01-10,MBALE,0.0,0.0,0.0
2001-01-10,MBALE,0.0,0.0,0.0
2001-01-11,SIRONKO,7.909808951932276,13.262898445129395,3.88216233253479
2001-01-11,BULAMBULI,9.895946579845102,23.880786895751953,5.203973293304443
2001-01-11,BUKWO,4.178980201626319,11.838631629943848,0.47705161571502686
2001-01-11,BUTALEJA,9.372504220979598,18.598630905151367,5.097020626068115
2001-01-11,KWEEN,10.372937721566549,23.880786895751953,0.47705161571502686
2001-01-11,KAPCHORWA,12.985319724788162,17.070655822753906,5.824071407318115
2001-01-11,MANAFWA,31.382452515111545,48.393341064453125,10.298371315002441
2001-01-11,BUDUDA,13.305871343662846,30.72369384765625,5.203973293304443
2001-01-11,MBALE,26.379548024546878,49.433631896972656,5.456541061401367
2001-01-11,MBALE,23.247713877957825,37.13368606567383,9.782003402709961
2001-01-12,SIRONKO,22.326143202689224,34.44602966308594,10.720720291137695
2001-01-12,BULAMBULI,16.995989717754465,29.29407501220703,7.956502437591553
2001-01-12,BUKWO,27.970766866420544,43.48616409301758,1.081809401512146
