date,district,rain_mean,rain_max,rain_min
1998-01-01,SIRONKO,1.6521064197456887,5.739924430847168,0.23012769222259521
1998-01-01,BULAMBULI,1.1139292729116452,5.739924430847168,0.0
1998-01-01,BUKWO,1.2994530765759638,3.9215526580810547,0.07165489345788956
1998-01-01,BUTALEJA,5.514552453583044,9.079217910766602,1.8916888236999512
1998-01-01,KWEEN,0.6066766825592379,3.9215526580810547,0.0
1998-01-01,KAPCHORWA,1.1921506312461114,3.9215526580810547,0.0486365407705307
1998-01-01,MANAFWA,2.5570659678666092,3.597846746444702,0.8485047221183777
1998-01-01,BUDUDA,2.697314332938656,5.739924430847168,1.54860258102417
1998-01-01,MBALE,2.385801279984314,3.842979907989502,0.5528598427772522
1998-01-01,MBALE,2.4562466058939685,3.053121566772461,1.3120092153549194
1998-01-02,SIRONKO,4.379508449979131,6.61707878112793,2.8154053688049316
1998-01-02,BULAMBULI,1.8966256813060964,7.581669330596924,0.0
1998-01-02,BUKWO,4.365012664233924,7.581669330596924,0.7092684507369995
1998-01-02,BUTALEJA,7.458232013338137,18.54195213317871,1.1267093420028687
1998-01-02,KWEEN,1.1327799827794753,7.581669330596924,0.0
1998-01-02,KAPCHORWA,1.9601646025775323,7.581669330596924,0.04482667148113251
1998-01-02,MANAFWA,6.0183683515574335,9.20065975189209,1.586224913597107
1998-01-02,BUDUDA,6.408633396374465,9.20065975189209,2.9840359687805176
1998-01-02,MBALE,7.476590569226318,14.9910306930542,1.586224913597107
1998-01-02,MBALE,10.86404279910619,11.140110969543457,8.864830017089844
1998-01-03,SIRONKO,7.949149803129653,12.49490737915039,2.2834742069244385
1998-01-03,BULAMBULI,8.535684975491993,21.410316467285156,2.497934341430664
1998-01-03,BUKWO,14.512960899511555,23.78766632080078,3.307892322540283
1998-01-03,BUTALEJA,12.498222802388927,16.523223876953125,6.137115001678467
1998-01-03,KWEEN,20.755155206255992,35.729122161865234,2.497934341430664
1998-01-03,KAPCHORWA,17.733100974220008,29.288707733154297,7.3488664627075195
1998-01-03,MANAFWA,7.932478064952574,10.488454818725586,4.399777412414551
1998-01-03,BUDUDA,5.49514997504689,9.452017784118652,2.101501703262329
1998-01-03,MBALE,10.572515985915496,14.573473930358887,4.399777412414551
1998-01-03,MBALE,13.499522717451297,13.714293479919434,10.5692138671875
1998-01-04,SIRONKO,15.038639185182433,19.20281982421875,6.399481296539307
1998-01-04,BULAMBULI,16.79040011285382,44.6343994140625,7.5335373878479
1998-01-04,BUKWO,57.11451921837192,90.54124450683594,14.961216926574707
1998-01-04,BUTALEJA,3.9519126685922057,9.903409004211426,1.7955479621887207
1998-01-04,KWEEN,38.88144717660257,83.62284851074219,9.877017974853516
1998-01-04,KAPCHORWA,29.324613036598212,46.00825500488281,10.704962730407715
1998-01-04,MANAFWA,4.573145029495854,10.926466941833496,2.086594343185425
1998-01-04,BUDUDA,8.978596110981224,15.733128547668457,4.247024059295654
1998-01-04,MBALE,8.068127433035814,18.272382736206055,1.7955479621887207
1998-01-04,MBALE,13.778900433240516,14.512542724609375,8.855741500854492
1998-01-05,SIRONKO,2.3595936613866764,3.9278857707977295,1.2786893844604492
1998-01-05,BULAMBULI,0.8458943213817649,3.279844284057617,0.0
1998-01-05,BUKWO,2.2746887822730018,3.279844284057617,1.3276913166046143
1998-01-05,BUTALEJA,7.677687855321726,13.75818157196045,3.7728934288024902
1998-01-05,KWEEN,0.7648260214948892,3.279844284057617,0.0
1998-01-05,KAPCHORWA,0.8910433473817447,3.279844284057617,0.0
1998-01-05,MANAFWA,6.77481609462957,10.986003875732422,3.741307020187378
1998-01-05,BUDUDA,3.763704265006714,6.212336540222168,1.6196520328521729
1998-01-05,MBALE,4.967683605769348,7.305470943450928,2.4547581672668457
1998-01-05,MBALE,5.644931651430506,5.889828205108643,3.940119743347168
1998-01-06,SIRONKO,0.31978143687484634,0.780866801738739,0.14291393756866455
1998-01-06,BULAMBULI,0.528523467671109,1.128617525100708,0.13433921337127686
1998-01-06,BUKWO,0.8774208280592258,1.9036078453063965,0.21890248358249664
1998-01-06,BUTALEJA,0.036806740831885676,0.1640988439321518,0.0
1998-01-06,KWEEN,1.0736405955260493,2.0722899436950684,0.3349018394947052
1998-01-06,KAPCHORWA,0.8661250663940162,1.2917472124099731,0.5545852184295654
1998-01-06,MANAFWA,0.2605739847803674,0.8265196084976196,0.07812223583459854
1998-01-06,BUDUDA,0.29568900365552614,0.38994696736335754,0.17822659015655518
1998-01-06,MBALE,0.16824945046803197,0.47758761048316956,0.04287530109286308
1998-01-06,MBALE,0.13901118814113325,0.20815405249595642,0.07406013458967209
