date,district,rain_mean,rain_max,rain_min
2011-01-01,SIRONKO,0.0,0.0,0.0
2011-01-01,BULAMBULI,0.0,0.0,0.0
2011-01-01,BUKWO,0.0451916301112527,0.24587716162204742,0.0
2011-01-01,BUTALEJA,0.038365407479028855,1.6192936897277832,0.0
2011-01-01,KWEEN,0.00858718685586572,0.24587716162204742,0.0
2011-01-01,KAPCHORWA,0.019488193523755585,0.15715603530406952,0.0
2011-01-01,MANAFWA,0.0,0.0,0.0
2011-01-01,BUDUDA,0.0,0.0,0.0
2011-01-01,MBALE,0.0,0.0,0.0
2011-01-01,MBALE,0.0,0.0,0.0
2011-01-02,SIRONKO,0.0,0.0,0.0
2011-01-02,BULAMBULI,4.150786528959008E-5,0.19948455691337585,0.0
2011-01-02,BUKWO,0.022373838145002267,0.16427138447761536,0.0
2011-01-02,BUTALEJA,0.03113196737606568,0.26988229155540466,0.0
2011-01-02,KWEEN,0.019665428701829038,0.34958890080451965,0.0
2011-01-02,KAPCHORWA,0.0957484327661758,0.4970913529396057,0.0
2011-01-02,MANAFWA,0.0,0.0,0.0
2011-01-02,BUDUDA,0.0,0.0,0.0
2011-01-02,MBALE,0.0,0.0,0.0
2011-01-02,MBALE,0.0,0.0,0.0
2011-01-03,SIRONKO,0.0,0.0,0.0
2011-01-03,BULAMBULI,1.4400687862697545E-5,0.06920892745256424,0.0
2011-01-03,BUKWO,0.006948226808807254,0.06464873999357224,0.0
2011-01-03,BUTALEJA,0.03113196737606568,0.26988229155540466,0.0
2011-01-03,KWEEN,0.00852196835379343,0.1105775386095047,0.0
2011-01-03,KAPCHORWA,0.028672789010662246,0.128482386469841,0.0
2011-01-03,MANAFWA,0.0,0.0,0.0
2011-01-03,BUDUDA,0.0,0.0,0.0
2011-01-03,MBALE,0.0,0.0,0.0
2011-01-03,MBALE,0.0,0.0,0.0
2011-01-04,SIRONKO,0.0,0.0,0.0
2011-01-04,BULAMBULI,4.2354962307201004E-7,0.0020355565939098597,0.0
2011-01-04,BUKWO,0.011043603217218617,0.06907754391431808,0.0
2011-01-04,BUTALEJA,0.03113196737606568,0.26988229155540466,0.0
2011-01-04,KWEEN,0.00703018588491214,0.1105775386095047,0.0
2011-01-04,KAPCHORWA,0.0044864975960669596,0.046226855367422104,0.0
2011-01-04,MANAFWA,0.0,0.0,0.0
2011-01-04,BUDUDA,0.0,0.0,0.0
2011-01-04,MBALE,0.0,0.0,0.0
2011-01-04,MBALE,0.0,0.0,0.0
2011-01-05,SIRONKO,0.0,0.0,0.0
2011-01-05,BULAMBULI,0.0,0.0,0.0
2011-01-05,BUKWO,0.01159832970278267,0.06492303311824799,0.0
2011-01-05,BUTALEJA,0.03113196737606568,0.26988229155540466,0.0
2011-01-05,KWEEN,0.004051575763055626,0.1105775386095047,0.0
2011-01-05,KAPCHORWA,0.002616076814879714,0.023060938343405724,0.0
2011-01-05,MANAFWA,0.0,0.0,0.0
2011-01-05,BUDUDA,0.0,0.0,0.0
2011-01-05,MBALE,0.0,0.0,0.0
2011-01-05,MBALE,0.0,0.0,0.0
2011-01-06,SIRONKO,0.0,0.0,0.0
2011-01-06,BULAMBULI,0.0,0.0,0.0
2011-01-06,BUKWO,0.0,0.0,0.0
2011-01-06,BUTALEJA,0.0,0.0,0.0
2011-01-06,KWEEN,0.0,0.0,0.0
2011-01-06,KAPCHORWA,0.0,0.0,0.0
2011-01-06,MANAFWA,0.0,0.0,0.0
2011-01-06,BUDUDA,0.0,0.0,0.0
2011-01-06,MBALE,0.0,0.0,0.0
2011-01-06,MBALE,0.0,0.0,0.0
2011-01-07,SIRONKO,0.0,0.0,0.0
2011-01-07,BULAMBULI,0.0,0.0,0.0
2011-01-07,BUKWO,0.0,0.0,0.0
2011-01-07,BUTALEJA,0.0,0.0,0.0
2011-01-07,KWEEN,2.041997288453412E-5,0.001380061381496489,0.0
2011-01-07,KAPCHORWA,2.829098395883154E-4,0.002296502236276865,0.0
2011-01-07,MANAFWA,0.0,0.0,0.0
2011-01-07,BUDUDA,0.0,0.0,0.0
2011-01-07,MBALE,0.0,0.0,0.0
2011-01-07,MBALE,0.0,0.0,0.0
2011-01-08,SIRONKO,0.0,0.0,0.0
2011-01-08,BULAMBULI,0.0,0.0,0.0
2011-01-08,BUKWO,0.0,0.0,0.0
2011-01-08,BUTALEJA,0.0,0.0,0.0
2011-01-08,KWEEN,2.429173586606395E-4,0.016417302191257477,0.0
2011-01-08,KAPCHORWA,0.0038996308125435635,0.03367602825164795,0.0
2011-01-08,MANAFWA,0.0,0.0,0.0
2011-01-08,BUDUDA,0.0,0.0,0.0
2011-01-08,MBALE,0.0,0.0,0.0
2011-01-08,MBALE,0.0,0.0,0.0
2011-01-09,SIRONKO,0.0,0.0,0.0
2011-01-09,BULAMBULI,0.0,0.0,0.0
2011-01-09,BUKWO,0.0,0.0,0.0
2011-01-09,BUTALEJA,0.0,0.0,0.0
2011-01-09,KWEEN,2.069044977912382E-4,0.013983412645757198,0.0
2011-01-09,KAPCHORWA,0.003651710357247974,0.03261338546872139,0.0
2011-01-09,MANAFWA,0.0,0.0,0.0
2011-01-09,BUDUDA,0.0,0.0,0.0
2011-01-09,MBALE,0.0,0.0,0.0
2011-01-09,MBALE,0.0,0.0,0.0
2011-01-10,SIRONKO,0.0,0.0,0.0
2011-01-10,BULAMBULI,0.0,0.0,0.0
2011-01-10,BUKWO,0.0,0.0,0.0
2011-01-10,BUTALEJA,0.0,0.0,0.0
2011-01-10,KWEEN,1.4503307825372279E-6,9.801900887396187E-5,0.0
2011-01-10,KAPCHORWA,6.388541915075947E-6,9.801900887396187E-5,0.0
2011-01-10,MANAFWA,0.0,0.0,0.0
2011-01-10,BUDUDA,0.0,0.0,0.0
2011-01-10,MBALE,0.0,0.0,0.0
2011-01-10,MBALE,0.0,0.0,0.0
2011-01-11,SIRONKO,3.392309955467022,4.827080249786377,2.026536464691162
2011-01-11,BULAMBULI,1.468045473393833,4.827080249786377,0.0
2011-01-11,BUKWO,0.3193411413434014,1.5625826120376587,0.0
2011-01-11,BUTALEJA,0.0,0.0,0.0
2011-01-11,KWEEN,0.21357966451572913,3.1337430477142334,0.0
2011-01-11,KAPCHORWA,0.5670258301912896,3.1337430477142334,0.006902794353663921
2011-01-11,MANAFWA,1.7870130156114967,5.410422325134277,0.11288277059793472
2011-01-11,BUDUDA,2.0798059599675858,4.160240650177002,0.8117596507072449
2011-01-11,MBALE,0.733788325995134,3.3125762939453125,0.0
2011-01-11,MBALE,0.8486750761896538,1.737598180770874,0.12831954658031464
2011-01-12,SIRONKO,2.850443305472998,4.821697235107422,1.1114294528961182
