date,district,tmax_c,tmin_c,tmean_c
1986-01-01,SIRONKO,21.855617685140423,13.887898745917111,18.308565648940846
1986-01-01,BULAMBULI,24.304825424777942,15.702755097777555,19.90107788855137
1986-01-01,BUKWO,19.852987182148254,12.156879673273693,16.161770561705602
1986-01-01,BUTALEJA,26.154154966751086,17.71795987844908,21.074275269778155
1986-01-01,KWEEN,24.79894354288792,15.868800537737464,20.272953549804257
1986-01-01,KAPCHORWA,21.728173990038957,13.818825325814373,17.790522965276317
1986-01-01,MANAFWA,21.41876295205394,13.470421674029351,17.610290817307156
1986-01-01,BUDUDA,18.89814713285533,11.731339660468754,15.680195002924954
1986-01-01,MBALE,23.09633325908916,14.716274309089993,19.057226464439772
1986-01-01,MBALE,23.082901746011334,14.67396134994489,19.15095641025509
1986-01-02,SIRONKO,21.934513968733903,14.514760021998836,18.594132120505694
1986-01-02,BULAMBULI,23.728444395546767,15.735833700432329,19.811168190165464
1986-01-02,BUKWO,18.933542807522826,12.679049097862396,15.716170178000942
1986-01-02,BUTALEJA,25.180716420034774,16.794929108180966,20.497967383962045
1986-01-02,KWEEN,23.707898466204238,15.957440264213346,19.912306201129464
1986-01-02,KAPCHORWA,21.17751242086491,13.802814223273003,17.666185296942867
1986-01-02,MANAFWA,20.86173984194974,14.452353166712612,17.851317522185475
1986-01-02,BUDUDA,18.58223337318208,12.492939508420774,15.908010009288589
1986-01-02,MBALE,23.118553183464424,15.424554844780006,19.185517130852492
1986-01-02,MBALE,23.340235190658888,15.46748370602049,19.316727631033036
1986-01-03,SIRONKO,23.71101719628716,12.653386120631614,18.85145548843717
1986-01-03,BULAMBULI,25.762033568973745,13.441533946237215,20.288812091039617
1986-01-03,BUKWO,20.61565495410674,12.838874146197224,16.55387230379515
1986-01-03,BUTALEJA,27.48386335508091,16.184485224346147,21.693182757259102
1986-01-03,KWEEN,25.596916485838513,13.819024559243724,20.443327387947843
1986-01-03,KAPCHORWA,23.02919994551874,11.801991405191192,18.10572241702091
1986-01-03,MANAFWA,23.091451078448888,12.918346071369,18.517028303364185
1986-01-03,BUDUDA,20.52618099913885,11.077668383536556,16.41171233686685
1986-01-03,MBALE,24.953827248502236,13.858035183065521,19.726902630438865
1986-01-03,MBALE,25.109651313393826,13.733211595915778,19.770038007746987
1986-01-04,SIRONKO,22.837819728740765,13.05170250603306,18.785428470588776
1986-01-04,BULAMBULI,25.481201412334762,14.061855068231065,20.30279111126007
1986-01-04,BUKWO,21.17038008157449,11.797034566711828,16.745113930142235
1986-01-04,BUTALEJA,26.554002141827542,17.141593474548348,21.251534104031904
1986-01-04,KWEEN,26.345762370052977,13.850997491513684,20.665201055175487
1986-01-04,KAPCHORWA,22.9880868664767,12.457172582631252,18.235059546929957
1986-01-04,MANAFWA,22.319198343728246,12.672612155503593,18.267446937801118
1986-01-04,BUDUDA,19.878328882783116,11.018321458253284,16.306895731886545
1986-01-04,MBALE,24.066328156546632,14.246709225328292,19.496283000788488
1986-01-04,MBALE,24.015681722111335,14.234470157548712,19.539583189432552
1986-01-05,SIRONKO,24.089207737751234,15.636839339334752,19.790548602596708
1986-01-05,BULAMBULI,26.036644890880016,15.54655256985168,20.839906207019332
1986-01-05,BUKWO,21.73092591756466,11.879178334039803,17.22094506862232
1986-01-05,BUTALEJA,27.174468123842985,16.665155634894134,21.664419888363287
1986-01-05,KWEEN,26.704233488254452,14.23684609260954,21.20959914431956
1986-01-05,KAPCHORWA,23.471290694243198,13.521082650553396,18.78983315524087
1986-01-05,MANAFWA,23.437452816226465,13.739286657482708,18.648562938057296
1986-01-05,BUDUDA,21.24477593819714,13.172198991521245,17.11615785713586
1986-01-05,MBALE,25.31672158466639,16.031565005816205,20.433546657958065
1986-01-05,MBALE,25.447888314894957,16.335947562942625,20.603111936692766
1986-01-06,SIRONKO,23.07283963519007,14.887103065248375,18.497502801461753
1986-01-06,BULAMBULI,24.407083384993854,15.979988560689666,19.49680155574106
1986-01-06,BUKWO,19.04344689506382,12.754658516153455,15.891175999066316
1986-01-06,BUTALEJA,26.046926109844584,17.493035357523215,20.56068261768726
1986-01-06,KWEEN,23.83821911270826,15.980179702974947,19.830746145623742
1986-01-06,KAPCHORWA,21.647424056271454,14.195853888761679,17.447331787277697
1986-01-06,MANAFWA,22.704145658193493,13.903145748749846,17.650466793297948
1986-01-06,BUDUDA,19.852507130022005,12.688339973825505,15.852388914821143
1986-01-06,MBALE,24.58167886648262,15.470988586211464,19.202203210392696
1986-01-06,MBALE,24.582253013720283,15.59885744097338,19.333348567089
1986-01-07,SIRONKO,21.45723674738056,13.478936552105475,17.754114717086626
1986-01-07,BULAMBULI,23.254515752782723,14.987296462120463,18.927083459490582
1986-01-07,BUKWO,19.052619299914205,11.713335113472839,15.144580589470987
1986-01-07,BUTALEJA,25.730916534480823,16.723445165290045,20.830914289178338
1986-01-07,KWEEN,23.614141781870348,14.985502239669836,18.894089220562982
1986-01-07,KAPCHORWA,20.76877332612212,13.218516650213058,16.746482211622993
1986-01-07,MANAFWA,20.60077451072911,12.344292031657773,16.87529754865888
1986-01-07,BUDUDA,18.613138093294893,10.952486164860609,14.96048026356122
1986-01-07,MBALE,22.775558536656817,13.863062652485523,18.722121206429243
1986-01-07,MBALE,22.70269636529679,14.087752245488993,18.860662675680988
1986-01-08,SIRONKO,23.470785870247756,13.075889882508207,18.987418882729585
1986-01-08,BULAMBULI,24.892604520847218,13.898974825953388,19.88321473323259
1986-01-08,BUKWO,18.98103708571099,13.015898498296238,15.93616798234858
